 ;;; 
 ;;;
 ;;; 
 ;;;
Kod SAP;ID Neuca;Iloœci;
147466;1047;3;
147466;1051;2;
147466;15506;6;
147466;18707;3;
147466;22126;10;
147466;40734;3;
147466;43221;6;
147466;45093;5;
147466;56751;4;
147466;56804;5;
147466;67932;3;
147466;69096;4;
147466;69851;4;
147466;72907;4;
147466;73332;4;
147466;73333;4;
147466;74821;2;
147466;75996;6;
147466;766;5;
147466;77432;12;
147466;78985;4;
147466;79865;6;
147466;81178;4;
147466;81332;4;
147466;81752;4;
 ;;; 
 ;;;
